id_1,id_2,l_name,l_country,l_market cap,l_founded year,l_employees,l_industry,l_sector,l_ceo,l_revenue,l_stock,l_share price,l_city,l_address,l_website,r_name,r_country,r_market cap,r_founded year,r_employees,r_industry,r_sector,r_ceo,r_revenue,r_stock,r_share price,r_city,r_address,r_website,label
130895,63185,epoxy base electronic material corporation limited,,,,,,,,,,,,,,epoxy base electronic material corporation limited,china,,not found,,basic materials chemicals,,not found,not found,,,,,,1
83398,65115,kao,japan,,,,,,,,,$39.69,,,,kao,japan,,,,,,,$12.91 b,,,,,,1
185333,109494,china shenhua energy company ltd,,cn¥606.62 billion,,77029,,,not found,,,,,,,china shenhua energy company ltd,china,$95.34 b,,77029,thermal coal,energy,,,601088,,,,,1
60512,16338,converge technology solutions,canada,,2016,,technology software and it,,not found,1174 million usd,,,,,,converge technology solutions,canada,,,,,,,,,3,,,,1
153629,123745,rexel,france,$6.84 b,,,,,,,,$22.52,,,,rexel,,,,24000,,,,,,,,,,1
156273,101599,mahanagar gas,india,$1.04 b,,,,,,,,$10.62,,,,mahanagar gas,india,$1.07 b,,,,,,,,$10.92,,,,1
36737,5142,covivio hotels societe anonyme,,,,,,,,,,,,,httpswww.coviviohotels.fr,covivio hotels societe anonyme,france,2.850 billion usd,,,,,,,,,,,,1
155481,26421,charter communications,usa,$60.42 b,,,,,,,,$388.14,,,,charter communications,usa,$58.35 b,,,,,,,,$374.89,,,,1
158580,102866,quantum-si,usa,$0.34 b,,,,,,,,$2.47,,,,quantum-si,usa,$0.30 b,,,,,,,,$2.19,,,,1
151811,53545,ernst & young,,,1989 33 years ago 1989 through merger of ernst whinney and arthur young co. oldest component from 18492,,professional services,,,,,,,,,ernst & young,uk,,not found,,financial services consulting services business services professional services accounting and auditing,,not found,36400 million usd,,,,,,1
126111,58397,osterreichische post ag,,,,,,,,,,,,,,osterreichische post ag,austria,,1999,,industries logistics,,not found,2778 million usd,,,,,,1
150205,19142,anta sports products ltd,,hk$252.23 billion,,52000,,,mr. shizhong ding,,,,,,,anta sports products ltd,china,us$32.20 billion,,52000,leisure,consumer discretionary,mr. shizhong ding,,,,,,,1
163695,84403,banca mediolanum,italy,$6.88 b,,,,,,,,$9.15,,,,banca mediolanum,italy,,,,,,,,,$9.30,,,,1
109545,90366,aon plc,united kingdom,$73.33 b,1982,50000,insurance brokers,financials,mr. gregory clarence case,,aon,,,,,aon plc,united kingdom,,,,,financials,,,aon,,,,,1
55163,43473,aecom,usa,,1990,,industries infrastructure consumer services engineering services construction,,not found,13340 million usd,,,,,,aecom,,,,51000,,,,,,,,,httpswww.aecom.com,1
111466,98394,graco,usa,$11.61 b,,,,,,,,$68.93,,,,graco,usa,$11.56 b,,,,,,,,$68.63,,,,1
167533,88175,northwest pipe company,usa,$0.34 b,,,,,,,,$34.60,,,,northwest pipe company,usa,,,,,,,,,$35.55,,,,1
100621,24149,buckle,usa,$2.27 b,,,,,,,,$44.71,,,,buckle,usa,$2.29 b,,,,,,,,$45.72,,,,1
169391,66954,infineon technologies ag,germany,,,,semiconductors,technology,,,ifxa,,,,,infineon technologies ag,,,,employees 50280,,,ceo dr. reinhard ploss,,,,,,,1
162154,154671,cintas,usa,$44.36 b,,,,,,,,$436.55,,,,cintas,usa,$45.54 b,,,,,,,,$448.22,,,,1
109942,32302,porsche automobil holding se,germany,$28.15 b,,888,auto manufacturers,consumer discretionary,mr. george wills,,paha,,,,,porsche automobil holding se,,,,916,,,hans dieter potsch,,,,,,httpswww.porschese.com,1
166502,155999,brightsphere investment group,usa,$0.94 b,,,,,,,,$22.83,,,,brightsphere investment group,usa,$0.90 b,,,,,,,,$21.75,,,,1
158951,114088,cerus,usa,$0.56 b,,,,,,,,$3.19,,,,cerus,usa,$0.55 b,,,,,,,,$3.12,,,,1
161604,82305,p allen decorating ltd,,,,,,,,,,,,28foxlane sheffield england s124wr,,p allen decorating ltd,,,,,,,,,,,,,,1
65943,26230,otis worldwide,,,1853.0,,engineering manufacturing,,,$14.3b,,,,,,otis worldwide,usa,$32.91 b,,,,,,,,$79.00,,,,1
126455,5471,kindred group,,,,1564,,,,,,,,,,kindred group,malta,8.323 billion usd,,,,,,,,,,,,1
165822,5158,shikun & binui,israel,$1.60 b,,,,,,,,$3.35,,,,shikun & binui,israel,2.497 billion usd,,,,,,,,,,,,1
131965,65430,amerisourcebergen,united states,,1969,42000,drugs biotechnology,,steven h. collis,$221.1b,,,,,,amerisourcebergen,,,1969.0,,drugs biotechnology,,,$221.1b,,,,,,1
99757,85414,ringcentral,usa,$4.01 b,,,,,,,,$41.84,,,,ringcentral,usa,,,,,,,,,$36.26,,,,1
122228,25508,qorvo,,,,8400,,,robert a bruggeworth,,,,,,,qorvo,usa,$9.67 b,,,,,,,,$95.42,,,,1
115104,5608,arcus biosciences,usa,$1.53 b,,,,,,,,$21.26,,,,arcus biosciences,usa,2.083 billion usd,,,,,,,,,,,,1
133256,110750,snowflake,united states,,2012,3992,it software services,,frank slootman,$1.2b,,,,,,snowflake,usa,$47.91 b,,,,,,,,$149.74,,,,1
158371,17124,first business financial services,usa,$0.29 b,,,,,,,,$35.28,,,,first business financial services,usa,,,,,,,,,36,,,,1
110719,11617,westpac banking,australia,$56.45 b,,,,,,,,$16.15,,,,westpac banking,australia,,,,,,,,,16,,,,1
126044,5060,"grupo sanborns, s.a.b. de c.v.",,,,42187,,,,,,,,,,"grupo sanborns, s.a.b. de c.v.",mexico,2.528 billion usd,,,,,,,,,,,,1
150451,54248,kellogg company,,$22.63 billion,february 19 1906,31000,,,mr. steven a. cahillane,,,,,,,kellogg company,usa,,1906,,consumer defensive food products fmcg consumer non durables package foods,,james m. jenness,14181 million usd,,,,,,1
128042,48655,shenzhen tagen group,,,,,,,,,,,,,,shenzhen tagen group,,,,,,,,,,,,,httpwww.tagen.cn,1
80200,77431,v & s electrical limited,,,,,,,,,,,,,,v & s electrical limited,,,,,,,,,,,,,,1
87238,20758,beyond meat,usa,,,,,,,,,$15.93,,,,beyond meat,usa,$0.99 b,,,,,,,,$15.60,,,,1
162261,150916,mediatek,taiwan,$36.42 b,,,,,,,,$22.89,,,,mediatek,taiwan,63.35 billion usd,1997.0,17377,,,rick tsai,,,,,,,1
135439,113995,greenlam industries,,,2013 10 yrs old,,building material,,,,,,,,,greenlam industries,india,$0.49 b,,,,,,,,$3.89,,,,1
74159,64635,aviva,,,,,,,,,,,,,,aviva,united kingdom,,,,,,,$45.13 b,,,,,,1
126728,59016,arcelik anonim sirketi,,,,,,,,,,,,,,arcelik anonim sirketi,turkey,,1955,,technology electronics home appliances consumer electronics,,not found,3753 million usd,,,,,,1
166179,23306,sapiens,israel,$1.23 b,,,,,,,,$21.51,,,,sapiens,israel,$1.03 b,,,,,,,,$18.07,,,,1
125307,4323,guangzhou haige communications group company,,,,7698,,,,,,,,,,guangzhou haige communications group company,china,3.771 billion usd,,,,,,,,,,,,1
158998,134291,spicejet,india,$0.27 b,,,,,,,,$0.45,,,,spicejet,,,2004 19 yrs old,,aviation,,,,,,,,,1
97820,66267,ulta beauty,usa,$23.55 b,,,,,,,,$462.85,,,,ulta beauty,,,1990.0,,retailing,,,$8.6b,,,,,,1
109955,67203,rwe ag,germany,$29.06 b,,18902,utilitiesdiversified,utilities,dr. markus krebber,,rwe,,,,,rwe ag,,,,employees 18902,,,ceo dr. markus krebber,,,,,,,1
132869,97761,beiersdorf,germany,,1882,20567,household personal products,,vincent warnery,$9b,,,,,,beiersdorf,germany,$26.09 b,,,,,,,,$115.05,,,,1
152465,100168,cd projekt,poland,$3.09 b,,,,,,,,$31.03,,,,cd projekt,poland,$3.03 b,,,,,,,,$30.37,,,,1
102154,22842,youdao,china,$0.66 b,,,,,,,,$5.28,,,,youdao,china,$0.63 b,,,,,,,,$5.01,,,,1
155109,98462,evergreen marine,taiwan,$10.65 b,,,,,,,,$5.04,,,,evergreen marine,taiwan,$10.81 b,,,,,,,,$5.11,,,,1
154983,83511,jacobs engineering,usa,$15.82 b,,,,,,,,$125.00,,,,jacobs engineering,usa,,,,,,,,,$126.01,,,,1
111618,1828,arkema,france,$7.66 b,,,,,,,,$100.31,,,,arkema,france,9.854 billion usd,,,,,,,,,,,,1
124534,45153,jetblue airways corporation,,,,19466,,,,,,,,,,jetblue airways corporation,,,,19466,,,,,,,,,httpswww.jetblue.com,1
62258,40582,sanken electric,japan,,not found,,technology semiconductors electrical products,,not found,1282 million usd,,,,,,sanken electric,,,,,,,,,,,,,httpswww.sankenele.co.jp,1
166301,114745,clearfield,usa,$1.11 b,,,,,,,,$73.40,,,,clearfield,usa,$1.11 b,,,,,,,,$73.40,,,,1
152367,14572,first capital reit,canada,$2.93 b,,,,,,,,$13.72,,,,first capital reit,canada,,,,,,,,,13,,,,1
94522,47260,spx corporation,,$3.29 b,,3.1,,,,$1.38 b,,$73.00,,,,spx corporation,,,,3100,,,,,,,,,httpswww.spx.com,1
103349,88826,kossan rubber industries,malaysia,$0.15 b,,,,,,,,$0.24,,,,kossan rubber industries,malaysia,,,,,,,,,$0.24,,,,1
165291,38243,cbiz,usa,$2.39 b,,,,,,,,$47.03,,,,cbiz,,,,6000,,,,,,,,,httpswww.cbiz.com,1
121092,26495,applied materials,,,,27000,,,gary e. dickerson,,,,,,,applied materials,usa,$91.28 b,,,,,,,,$106.11,,,,1
55356,52713,kinnevik ab,sweden,,1936,,financial services investments asset management,,not found,177 million usd,,,,,,kinnevik ab,sweden,,,40,,financial services,,177 million usd,,,,,,1
155637,149680,at&t,usa,$136.84 b,,,,,,,,$19.20,,,,at&t,,$175.88 billion,october 5 1983,203000,,,mr. john t. stankey,,,,,,,1
171403,26954,uplink network,germany,,2013,46,,telecoms,,28140196,,,,,,uplink network,germany,,2013,29,telecoms,,,20.53,,,,,,1
54249,42572,baker hughes company,usa,,1907,,energy oil field services oil and gas,,lorenzo simonelli,20502 million usd,,,,,,baker hughes company,,,,54000,,,lorenzo simonelli,,,,,,httpswww.bhge.com,1
94750,40131,secureworks,,$0.60 b,,2.351,,,,$0.47 b,,$7.12,,,,secureworks,,,,2696,,,,,,,,,httpswww.secureworks.com,1
53608,31927,general dynamics corporation,usa,,1952,,industries aerospace products defense products aeroplane weapons security systems and solutions weapons marine systems marine transportation transportation capital goods aerospace and defense space products,,nicholas chabraja,38469 million usd,,,,,,general dynamics corporation,,,,103100,,,phebe novakovic,,,,,,httpswww.gd.com,1
82699,312,freeport-mcmoran,usa,,,,,,,,,$45.05,,,,freeport-mcmoran,usa,53.423 billion usd,,,,,james r moffett,,,,,,,1
150070,109745,resmed inc.,,$35.44 billion,1989,7970,,,mr. michael j. farrell be mba sm,,,,,,,resmed inc.,united states,$35.44 b,1989,7970,medical instruments supplies,healthcare,mr. michael j. farrell be mba sm,,rmd,,,,,1
55314,2023,qnb finansbank,turkey,,1987,,financial services banking services,,not found,772 million usd,,,,,,qnb finansbank,turkey,15.879 billion usd,,,,,,,,,,,,1
47153,37145,sun tv network,,,,1352,,,,,,,,,httpwww.suntv.in,sun tv network,,,,1352,,,,,,,,,httpwww.suntv.in,1
84245,13306,allegro.eu,poland,,,,,,,,,$7.25,,,,allegro.eu,poland,,,,,,,,,6,,,,1
36574,4979,canfor corporation,,,,7111,,,,,,,,,httpswww.canfor.com,canfor corporation,canada,2.673 billion usd,,,,,,,,,,,,1
69673,31875,aldi,,,10 xa0july 1946 split in two parts in 1960 renamed to aldi nord and aldi sud in 1962,,retail,,,us$,,,,,aldi .com,aldi,,,,25000,,,,,,,,,httpsaldi.com,1
166137,20675,corecivic,usa,$1.27 b,,,,,,,,$11.09,,,,corecivic,usa,$1.37 b,,,,,,,,$11.96,,,,1
98084,1604,targa resources,usa,$16.58 b,,,,,,,,$73.27,,,,targa resources,usa,10.043 billion usd,,,,,,,,,,,,1
114160,20858,audiocodes,israel,$0.60 b,,,,,,,,$18.72,,,,audiocodes,israel,$0.58 b,,,,,,,,$17.85,,,,1
113851,88032,guaranty bancshares,usa,$0.41 b,,,,,,,,$34.36,,,,guaranty bancshares,usa,,,,,,,,,$35.54,,,,1
111957,86369,tkh group,netherlands,$1.83 b,,,,,,,,$43.94,,,,tkh group,netherlands,,,,,,,,,$43.59,,,,1
170974,150589,international paper company,united states,$18.78 b,,,packaging containers,consumer discretionary,,,inpap,,,,,international paper company,,$18.78 billion,1898,49300,,,,,,,,,,1
151075,110906,stmicroelectronics,switzerland,45.43 billion usd,1987.0,48254,,,jeanmarc chery,,,,,,,stmicroelectronics,switzerland,$35.52 b,,,,,,,,$38.67,,,,1
187148,170451,baxter international inc.,,$40.13 billion,,60000,,,mr. jose e. almeida,,,,,,,baxter international inc.,united states,$40.13 b,,,medical instruments supplies,healthcare,,,bax,,,,,1
55034,52647,sage group,uk,,1981,,technology software and it software products,,not found,2416 million usd,,,,,,sage group,uk,,,11785,,technology,,2416 million usd,,,,,,1
167614,113639,mbm resources,malaysia,$0.31 b,,,,,,,,$0.80,,,,mbm resources,malaysia,$0.31 b,,,,,,,,$0.80,,,,1
86224,24004,flagstar bank,usa,,,,,,,,,$37.54,,,,flagstar bank,usa,$2.00 b,,,,,,,,$37.54,,,,1
121236,53538,vale sa,,,,74316,,,eduardo bartolomeo,,,,,,,vale sa,brazil,,1942,,basic materials mining metals iron and steel copper mining coal mining nickel precious metals,,jose luciano duarte penido,62990 million usd,,,,,,1
71267,42317,stanley black & decker,united states,$21.35 b,,,,,,,,,,,,stanley black & decker,,,,71300,,,james m. loree,,,,,,httpswww.stanleyblackanddecker.com,1
178760,15534,interrent real estate investment trust,,c$2.22 billion,,435,,,mr. michael darryl mcgahan,,,,,,,interrent real estate investment trust,canada,,,,,,,,,10,,,,1
121142,158,kering,,,,38553,,,francoishenri pinault,,,,,,,kering,france,101.460 billion usd,,,,,,,,,,,,1
159915,73121,macingo technologies,italy,,2014,17.0,,support services,,1601000,,,,,,macingo technologies,italy,,2014,,,support services,,1601000,,,,,,1
163921,153747,andritz,,$5.95 b,,,,,,,,$60.00,,,,andritz,none,$6.06 b,,,,,,,,$61.14,,,,1
164721,152958,advanced energy,usa,$3.43 b,,,,,,,,$91.91,,,,advanced energy,usa,$3.54 b,,,,,,,,$94.94,,,,1
48697,38689,anima holding s.p.a.,,,,,,,,,,,,,httpswww.animasgr.it,anima holding s.p.a.,,,,,,,,,,,,,httpswww.animasgr.it,1
124661,56963,tibet summit resources,,,,2007,,,,,,,,,,tibet summit resources,china,,not found,,basic materials mining,,not found,298 million usd,,,,,,1
132003,86155,fannie mae,united states,,1938,7400,business services supplies,,david c. benson,$100.3b,,,,,,fannie mae,usa,,,,,,,,,$2.83,,,,1
112690,18269,astro corporation,taiwan,$20.69 m,,,,,,,,$0.48,,,,astro corporation,taiwan,,,,,,,,,0,,,,1
126241,5257,vinati organics,,,,865,,,,,,,,,,vinati organics,india,2.583 billion usd,,,,,,,,,,,,1
99233,25094,far eastern new century,taiwan,$5.74 b,,,,,,,,$1.07,,,,far eastern new century,taiwan,$5.76 b,,,,,,,,$1.08,,,,1
167539,113698,black rifle coffee (brc),usa,$0.34 b,,,,,,,,$6.27,,,,black rifle coffee (brc),usa,$0.34 b,,,,,,,,$6.27,,,,1
151674,151347,axis bank,,,3 december 1993 29 years ago 19931203 as uti bank,,financial services,,,,,,,,,axis bank,india,29.96 billion usd,1993.0,78300,,,amitabh chaudhry,,,,,,,1
57385,35703,anhui zhongding sealing parts,china,,not found,,consumer cyclical automobile automobile parts,,not found,1830 million usd,,,,,,anhui zhongding sealing parts,,,,,,,,,,,,,httpwww.zhongdinggroup.comen,1
164240,99492,new jersey resources,usa,$4.77 b,,,,,,,,$49.54,,,,new jersey resources,usa,$4.80 b,,,,,,,,$49.88,,,,1
112141,61539,vacasa,usa,$0.69 b,,,,,,,,$1.53,,,,vacasa,usa,,2009,,rent lease services,,not found,not found,,,,,,1
161562,82263,p a h plumbing & heating ltd,,,,,,,,,,,,7amershamway measham swadlincote derbyshire unitedkingdom de127pd,,p a h plumbing & heating ltd,,,,,,,,,,,,,,1
73942,63570,kia,,,,,,,,,,,,,,kia,,,,,,,,,,,,,,1
153423,34721,united breweries,india,$5.25 b,,,,,,,,$19.86,,,,united breweries,,,,3207,,,,,,,,,httpunitedbreweries.com,1
86376,23908,ironwood pharmaceuticals,usa,,,,,,,,,$11.59,,,,ironwood pharmaceuticals,usa,$1.82 b,,,,,,,,$11.91,,,,1
110485,11350,alphabet (google),usa,$1.303 t,,,,,,,,$100.83,,,,alphabet (google),usa,,,,,,,,,88,,,,1
170703,150271,"lyondellbasell advanced polymers, inc.",united states,$26.38 b,,,chemicals,basic materials,,,slmnp,,,,,"lyondellbasell advanced polymers, inc.",,$26.38 billion,,5300,,,mr. bhavesh v. patel,,,,,,,1
91153,18842,link real estate investment trust,hong kong,,,,,real estate,,,823,,,,,link real estate investment trust,hong kong,us$18.27 billion,,1100,reitretail,real estate,mr. kwok lung hongchoy,,,,,,,1
57884,4606,"wuxi nce power co., ltd.",china,,not found,,technology semiconductors,,not found,220 million usd,,,,,,"wuxi nce power co., ltd.",china,2.971 billion usd,,,,,,,,,,,,1
113150,21872,nucleus software exports,india,$0.13 b,,,,,,,,$5.11,,,,nucleus software exports,india,$0.13 b,,,,,,,,$4.95,,,,1
97010,18898,kao corp,japan,$19.85 b,,,household personal products,consumer staples,,,4452,,,,,kao corp,japan,us$19.85 billion,,33409,household personal products,consumer staples,mr. yoshihiro hasebe,,,,,,,1
155536,53525,bank of montreal,canada,$70.01 b,,,,,,,,$99.46,,,,bank of montreal,canada,,1817,,financial services banking services,,george a cope,20692 million usd,,,,,,1
60001,48332,sparebank 1 ostlandet,norway,,1996,,financial services banking services,,not found,405 million usd,,,,,,sparebank 1 ostlandet,,,,,,,,,,,,,httpswww.sparebank1.no,1
96953,18939,legal & general group plc,united kingdom,$21.34 b,,,insurancelife,financials,,,lgen,,,,,legal & general group plc,united kingdom,us$21.34 billion,1836,10046,insurancelife,financials,dr. nigel david wilson,£45450 million 2021,,,,,,1
159219,138819,sunteck realty,india,$0.66 b,,,,,,,,$4.55,,,,sunteck realty,,,1981 42 yrs old,,real estate,,,,,,,,,1
33564,1961,tomra systems asa,,,,4530,,,,,,,,,httpswww.tomra.comen,tomra systems asa,norway,8.968 billion usd,,,,,,,,,,,,1
121132,53429,airbus,,,,125888,,,guillaume faury,,,,,,,airbus,netherlands,,1970,,industries aerospace and defense aeroplane defense products helicoptors space products aircrafts machinery manufacturing manufacturing,,rene obermann,57468 million usd,,,,,,1
97363,71369,uber,usa,$54.78 b,,,,,,,,$27.47,,,,uber,united states,$60.27 b,,,,,,,,,,,,1
73356,68169,schott packaging,uk,,2016,,,ecommerce,,2272847,,,,,,schott packaging,uk,,2016,,,ecommerce,,,,,,,,1
163475,19942,dino polska,poland,$8.24 b,,,,,,,,$84.10,,,,dino polska,poland,$7.85 b,,,,,,,,$80.16,,,,1
114980,15626,figs,usa,$1.39 b,,,,,,,,$8.39,,,,figs,usa,,,,,,,,,8,,,,1
120562,117765,ricoh europe finance limited,united kingdom,,,,,,,,,,london,20 triton street,,ricoh europe finance limited,united kingdom,,,,,,,,,,london,20 triton street,,1
122591,83791,godaddy,,,,6611,,,,,,,,,,godaddy,usa,,,,,,,,,$75.92,,,,1
162896,133559,essex property trust,usa,$14.49 b,,,,,,,,$216.19,,,,essex property trust,united states,,1971,1757,diversified financials,,michael j. schall,$1.4b,,,,,,1
125526,46151,mls,,,,,,,,,,,,,,mls,,,,,,,,,,,,,httpswww.mlssoccer.com,1
170115,169115,equinor asa,norway,$122.74 b,,,oil gas integrated,energy,,,eqnr,,,,,equinor asa,norway,,,,oil gas integrated,energy,,,eqnr,,,,,1
12737,2035,saputo,canada,,,,,,,,,25,,,,saputo,canada,11.642 billion usd,,,,,,,,,,,,1
126647,5663,"xometry, inc.",,,,788,,,,,,,,,,"xometry, inc.",usa,3.222 billion usd,,,,,,,,,,,,1
185511,121214,cigna corporation,,$84.67 billion,,72226,,,mr. david michael cordani,,,,,,,cigna corporation,,,,73800,,,david cordani,,,,,,,1
72281,49064,bank of tianjin,china,$1.55 b,,,,,,,,,,,,bank of tianjin,,,,,,,,,,,,,httpwww.bankoftianjin.com.cn,1
158065,103329,pkp cargo,poland,$0.15 b,,,,,,,,$3.41,,,,pkp cargo,poland,$0.15 b,,,,,,,,$3.57,,,,1
156211,94785,cross country healthcare,usa,$1.00 b,,,,,,,,$27.05,,,,cross country healthcare,,$1.04 b,,2.25,,,,$2.81 b,,$28.00,,,,1
125368,14625,focus financial partners,,,,2600,,,,,,,,,,focus financial partners,usa,,,,,,,,,40,,,,1
39171,7578,aspen insurance holdings,,,,,,,,,,,,,httpswww.aspen.co,aspen insurance holdings,bermuda,1.636 billion usd,,,,,,,,,,,,1
20452,14370,john bean technologies,usa,$2.84 b,,,,,,,,$89.21,,,,john bean technologies,usa,,,,,,,,,97,,,,1
113831,22503,nexpoint real estate finance,usa,$0.40 b,,,,,,,,$18.12,,,,nexpoint real estate finance,usa,$0.40 b,,,,,,,,$18.27,,,,1
112869,18077,advanced emissions solutions,usa,$57.9 m,,,,,,,,$3.03,,,,advanced emissions solutions,usa,,,,,,,,,2,,,,1
130294,86949,a10 networks,,,,590,,,,,,,,,,a10 networks,usa,,,,,,,,,$15.82,,,,1
155033,54297,fox corporation,usa,$16.85 b,,,,,,,,$29.95,,,,fox corporation,usa,,2019,,communication services media television services broadcasting consumer services advertising,,lachlan murdoch,13974 million usd,,,,,,1
64254,441,credit agricole,france,,,,,,,$73.61 b,,,,,,credit agricole,france,44.696 billion usd,,,,,,,,,,,,1
63056,41380,fortuna silver mines,canada,,not found,,basic materials metals precious metals silver mining,,not found,461 million usd,,,,,,fortuna silver mines,,,,1236,,,,,,,,,httpswww.fortunasilver.com,1
98593,92107,vivendi,france,$9.65 b,,,,,,,,$9.42,,,,vivendi,,,1853,,consumer services,broadcasting entertainment,,,,,,,,1
74119,71118,toyota industries,,,,,,,,,,,,,,toyota industries,japan,$18.92 b,,,,,,,,,,,,1
51442,41424,ferroglobe plc,,,,,,,,,,,,,httpswww.ferroglobe.com,ferroglobe plc,,,,,,,,,,,,,httpswww.ferroglobe.com,1
121641,53939,china resources land,,,,38087,,,tang yong,,,,,,,china resources land,china,,1994,,real estate construction property investments construction investments,,tang yong,30866 million usd,,,,,,1
127155,6171,solaria energia y medio ambiente,,,,,,,,,,,,,,solaria energia y medio ambiente,spain,2.513 billion usd,,,,,,,,,,,,1
109921,91083,"teradyne, inc.",united states,$19.85 b,1960,5900,semiconductor equipment materials,technology,mr. mark e. jagiela,,ter,,,,,"teradyne, inc.",united states,,,,,technology,,,ter,,,,,1
